ID,Post Title,Post Name,Type,Singular,First Letter,Years,Year
6280,Alfred P. Sloan Foundation,alfred-p-sloan-foundation-2,Organisation,1,,2021,2021
6277,SIKA Technology AG,sika-technology-ag-2,Organisation,1,,2021,2021
6279,SIG,sig-2,Organisation,1,,2021,2021
6276,Swiss society of engineers and architects,swiss-society-of-engineers-and-architects,Organisation,1,,2021,2021
6275,Schindler Elevators Ltd,schindler-elevators-ltd,Organisation,1,,2021,2021
6274,"Sabine Süsstrunk, Professor",sabine-susstrunk-professor,Individual,1,,2021,2021
6273,Research Foundation for Opto-Science and Technology,research-foundation-for-opto-science-and-technology,Organisation,1,,2021,2021
6272,Fondation Professeur Charles Rapin,fondation-professeur-charles-rapin-2,Organisation,1,,2021,2021
6271,Radala Foundation,radala-foundation,Organisation,1,,2021,2021
6270,"Qatar National Research Fund, member of Qatar Foundation",qatar-national-research-fund-member-of-qatar-foundation-2,Organisation,1,,2021,2021
6269,Groupe Stellantis / Department of Automotive Research and Innovation,groupe-stellantis-department-of-automotive-research-and-innovation,Organisation,1,,2021,2021
6268,M. George Popescu,m-george-popescu-2,Individual,1,,2021,2021
6267,Oracle Labs,oracle-labs-2,Organisation,1,,2021,2021
6266,Procter & Gamble,procter-gamble-2,Organisation,1,,2021,2021
6265,Novartis Forschungsstiftung,novartis-forschungsstiftung-2,Organisation,1,,2021,2021
6264,The NOMIS Foundation,the-nomis-foundation-2,Organisation,1,,2021,2021
6263,Société des Produits Nestlé,societe-des-produits-nestle-2,Organisation,1,,2021,2021
6262,Mitsubishi Chemical Corporation,mitsubishi-chemical-corporation-2,Organisation,1,,2021,2021
6261,Microsoft,microsoft-2,Organisation,1,,2021,2021
6260,MERCATOR STIFTUNG,mercator-stiftung-2,Organisation,1,,2021,2021
6259,Fondation MERAC,fondation-merac-2,Organisation,1,,2021,2021
6258,Lausanne Orthopedic Research Foundation,lausanne-orthopedic-research-foundation-2,Organisation,1,,2021,2021
6257,The LEGO Foundation,the-lego-foundation-2,Organisation,1,,2021,2021
6256,The Kavli Foundation,the-kavli-foundation-2,Organisation,1,,2021,2021
6255,Prof. Janet Hering,prof-janet-hering-2,Individual,1,,2021,2021
6254,Institution of Engineering and Technology,institution-of-engineering-and-technology-2,Organisation,1,,2021,2021
6253,IBM,ibm-2,Organisation,1,,2021,2021
6252,Honda Research institute USA Inc.,honda-research-institute-usa-inc-2,Organisation,1,,2021,2021
6251,Helmut Horten Foundation,helmut-horten-foundation,Organisation,1,,2021,2021
6250,The Guy Foundation,the-guy-foundation-2,Organisation,1,,2021,2021
6249,Google,google-2,Organisation,1,,2021,2021
6248,Givaudan,givaudan-2,Organisation,1,,2021,2021
6247,Gelbert Foundation,gelbert-foundation,Organisation,1,,2021,2021
6246,Fondation privée des HUG,fondation-privee-des-hug-2,Organisation,1,,2021,2021
6245,Fondation pour la lutte contre le cancer,fondation-pour-la-lutte-contre-le-cancer-2,Organisation,1,,2021,2021
6244,NeuroNA Foundation,neurona-foundation,Organisation,1,,2021,2021
6243,Fondation Léonard Gianadda Mécénat,fondation-leonard-gianadda-mecenat-2,Organisation,1,,2021,2021
6242,Fyssen Foundation,fyssen-foundation,Organisation,1,,2021,2021
6241,Fondation Philanthropique Famille Sandoz,fondation-philanthropique-famille-sandoz-2,Organisation,1,,2021,2021
6240,Research fund of the Swiss gas industry (FOGA),research-fund-of-the-swiss-gas-industry-foga,Organisation,1,,2021,2021
6239,Sea Grape Foundation,sea-grape-foundation-2,Organisation,1,,2021,2021
6238,Migros Pioneer Fund,migros-pioneer-fund,Organisation,1,,2021,2021
6237,Fondation Gianni Biaggi de Blasys,fondation-gianni-biaggi-de-blasys-2,Organisation,1,,2021,2021
6236,Kilian Schindler Family,kilian-schindler-family,Individual,1,,2021,2021
6235,Meta,meta-2,Organisation,1,,2021,2021
6234,Foundation for Rare Metals (ESM),foundation-for-rare-metals-esm,Organisation,1,,2021,2021
6233,"Empa, Materials Science and Technology",empa-materials-science-and-technology-2,Organisation,1,,2021,2021
6232,EMBO,embo-2,Organisation,1,,2021,2021
6231,Dr. Josef Steiner Cancer Research Foundation,dr-josef-steiner-cancer-research-foundation,Organisation,1,,2021,2021
6230,Cancer Research Institute,cancer-research-institute-2,Organisation,1,,2021,2021
6229,COMSOL Multiphysics GmbH,comsol-multiphysics-gmbh-2,Organisation,1,,2021,2021
6228,CANSEARCH Foundation,cansearch-foundation-2,Organisation,1,,2021,2021
6227,Biostime Institute of Nutrition and Care,biostime-institute-of-nutrition-and-care-2,Organisation,1,,2021,2021
6226,Luc & Irène Bauer Foundation,luc-irene-bauer-foundation-2,Organisation,1,,2021,2021
6225,Swissphotonics,swissphotonics-2,Organisation,1,,2021,2021
6224,Alpiq Ltd,alpiq-ltd,Organisation,1,,2021,2021
6223,The Allen Institute for Artificial Intelligence,the-allen-institute-for-artificial-intelligence-2,Organisation,1,,2021,2021
6222,Fondation Aclon,fondation-aclon-2,Organisation,1,,2021,2021
6221,Charitable umbrella foundation ACCENTUS,charitable-umbrella-foundation-accentus,Organisation,1,,2021,2021
6220,Swiss 3R Competence Centre (3RCC),swiss-3r-competence-centre-3rcc,Organisation,1,,2021,2021
6219,Association of African Universities,association-of-african-universities,Organisation,1,,2021,2021
8641,WYSS CENTER FOR BIO AND NEUROENGINEERING,wyss-center-for-bio-and-neuroengineering-5,Organisation,1,,2022,2022
8643,WINGS FOR LIFE SPINAL CORD RESEARCH FOUNDATION,wings-for-life-spinal-cord-research-foundation-4,Organisation,1,,2022,2022
8645,Wellcome Trust,wellcome-trust-2,Organisation,1,,2022,2022
8648,Volskwagen Foundation,volskwagen-foundation,Organisation,1,,2022,2022
8650,VMware,vmware-5,Organisation,1,,2022,2022
8652,Vingroup,vingroup-5,Organisation,1,,2022,2022
8654,VELUX STIFTUNG,velux-stiftung-5,Organisation,1,,2022,2022
8656,"Vaudoise General, Insurance Company Ltd",vaudoise-general-insurance-company-ltd,Organisation,1,,2022,2022
8658,Unitaid,unitaid-5,Organisation,1,,2022,2022
8660,Unigestion SA,unitaid-7,Organisation,1,,2022,2022
8662,TikTok Information Technologies UK Limited,tiktok-information-technologies-uk-limited-2,Organisation,1,,2022,2022
8664,The Vallee foundation,the-vallee-foundation-2,Organisation,1,,2022,2022
8666,The Michael J. Fox Foundation for Parkinson’s Research,the-michael-j-fox-foundation-for-parkinsons-research-5,Organisation,1,,2022,2022
8668,BASIL PANZER TRUST,basil-panzer-trust-5,Organisation,1,,2022,2022
8670,The Anna Fuller Fund,the-anna-fuller-fund-5,Organisation,1,,2022,2022
8672,Synopsys Inc.,synopsys-inc-5,Organisation,1,,2022,2022
8674,SWISSUP FOUNDATION,swissup-foundation-2,Organisation,1,,2022,2022
8676,SWISSQUOTE BANK LTD,swissquote-bank-ltd-2,Organisation,1,,2022,2022
8678,swissnuclear,swissnuclear-5,Organisation,1,,2022,2022
8681,Swiss Polar Institute,swiss-polar-institute-5,Organisation,1,,2022,2022
8683,SWISS CANCER RESEARCH,swiss-cancer-research-5,Organisation,1,,2022,2022
8685,Swiss Bridge Foundation,swiss-bridge-foundation-5,Organisation,1,,2022,2022
8687,Staub Kaiser Foundation,staub-kaiser-foundation-3,Organisation,1,,2022,2022
8689,Bosch Research Foundation part of the Stifterverband,bosch-research-foundation-part-of-the-stifterverband,Organisation,1,,2022,2022
8691,Société des Produits Nestlé,societe-des-produits-nestle-6,Organisation,1,,2022,2022
8693,SIG,sig-5,Organisation,1,,2022,2022
8695,DR SHAOMING LIU,dr-shaoming-liu-5,Individual,1,,2022,2022
8697,Fondation Schlumberger pour l’Education et la Recherche,fondation-schlumberger-pour-leducation-et-la-recherche-2,Organisation,1,,2022,2022
8699,Schindler elevators ltd,schindler-elevators-ltd-2,Organisation,1,,2022,2022
8701,Seerave Foundation,seerave-foundation-5,Organisation,1,,2022,2022
8703,Romande Energie SA,romande-energie-sa-2,Organisation,1,,2022,2022
8705,ROLEX SA,rolex-sa-5,Organisation,1,,2022,2022
8707,RICHEMONT INTERNATIONAL SA,richemont-international-sa-6,Organisation,1,,2022,2022
8709,Realstone SA,realstone-sa-2,Organisation,1,,2022,2022
8711,Radala Foundation,radala-foundation-3,Organisation,1,,2022,2022
8713,Qualcomm,qualcomm-5,Organisation,1,,2022,2022
8715,"Qatar National Research Fund, member of Qatar Foundation",qatar-national-research-fund-member-of-qatar-foundation-5,Organisation,1,,2022,2022
8718,PX GROUP SA,px-group-sa-5,Organisation,1,,2022,2022
8720,SICPA SA,sicpa-sa-5,Organisation,1,,2022,2022
8722,Kilian Schindler Family,kilian-schindler-family-2,Individual,1,,2022,2022
8724,PPG,ppg-5,Organisation,1,,2022,2022
8726,Peter und Traudl Engelhorn Stiftung,peter-und-traudl-engelhorn-stiftung-5,Organisation,1,,2022,2022
8728,Oracle Labs,oracle-labs-5,Organisation,1,,2022,2022
8730,Clinique romande de réadaptation (CRR) - Sion,clinique-romande-de-readaptation-crr-sion-2,Organisation,1,,2022,2022
8732,OMRON Electronics AG,omron-electronics-ag-2,Organisation,1,,2022,2022
8734,Federal Office of Culture (FOC/FDHA),federal-office-of-culture-foc-fdha-2,Organisation,1,,2022,2022
8736,Procter & Gamble,procter-gamble-5,Organisation,1,,2022,2022
8739,Novartis Pharma AG,novartis-pharma-ag-5,Organisation,1,,2022,2022
8741,Novartis Forschungsstiftung,novartis-forschungsstiftung-5,Organisation,1,,2022,2022
8743,The NOMIS Foundation,the-nomis-foundation-4,Organisation,1,,2022,2022
8746,NESTLÉ SA,nestle-sa-5,Organisation,1,,2022,2022
8748,Swiss Mobiliar Cooperative Company,swiss-mobiliar-cooperative-company-2,Organisation,1,,2022,2022
8750,Mitobridge/Astellas,mitobridge-astellas-2,Organisation,1,,2022,2022
8753,Migros Pioneer Fund,migros-pioneer-fund-2,Organisation,1,,2022,2022
8755,Microsoft,microsoft-5,Organisation,1,,2022,2022
8757,International Red Cross and Red Crescent Museum,international-red-cross-and-red-crescent-museum,Organisation,1,,2022,2022
8760,MGO Fondation pour la recherche sur les Maladies Génétiques et Orphelines,mgo-fondation-pour-la-recherche-sur-les-maladies-genetiques-et-orphelines-5,Organisation,1,,2022,2022
8762,MEDTRONIC EUROPE SÀRL,medtronic-europe-sarl-5,Organisation,1,,2022,2022
8764,MCCALL MACBAIN FOUNDATION,mccall-macbain-foundation-5,Organisation,1,,2022,2022
8766,LOGITECH,logitech-5,Organisation,1,,2022,2022
8769,THE PARENTS OF EULER COURSE STUDENTS,the-parents-of-euler-course-students-2,Individual,1,,2022,2022
8771,GILBERT HAUSMANN AWARD,gilbert-hausmann-award-2,Organisation,1,,2022,2022
8773,The LEGO Foundation,the-lego-foundation-5,Organisation,1,,2022,2022
8776,Lausanne Orthopedic Research Foundation,lausanne-orthopedic-research-foundation-5,Organisation,1,,2022,2022
8779,The Laidlaw Foundation,the-laidlaw-foundation-2,Organisation,1,,2022,2022
8781,KRISTIAN GERHARD JEBSEN FOUNDATION,kristian-gerhard-jebsen-foundation-5,Organisation,1,,2022,2022
8783,Swiss Cancer Research foundation,swiss-cancer-research-foundation-2,Organisation,1,,2022,2022
8785,JACOBS FOUNDATION,jacobs-foundation-6,Organisation,1,,2022,2022
8788,DR. JULIA JACOBI,dr-julia-jacobi-5,Individual,1,,2022,2022
8791,Intel Corporation,intel-corporation-5,Organisation,1,,2022,2022
8794,Institution of Engineering and Technology,institution-of-engineering-and-technology-5,Organisation,1,,2022,2022
8796,IBM,ibm-6,Organisation,1,,2022,2022
8798,Huawei Technologies Switzerland AG,huawei-technologies-switzerland-ag-5,Organisation,1,,2022,2022
8800,Honda Research institute USA Inc.,honda-research-institute-usa-inc-5,Organisation,1,,2022,2022
8803,HOLDIGAZ SA,holdigaz-sa-5,Organisation,1,,2022,2022
8805,The International Human Frontier Science Program Organization (HFSPO),the-international-human-frontier-science-program-organization-hfspo-5,Organisation,1,,2022,2022
8808,Helmut Horten Foundation,helmut-horten-foundation-2,Organisation,1,,2022,2022
8810,GILBERT HAUSMANN AWARD,gilbert-hausmann-award-3,Organisation,1,,2022,2022
8812,Gebert Rüf Stifung,gebert-ruf-stifung-2,Organisation,1,,2022,2022
8814,GAZNAT SA,gaznat-sa-4,Organisation,1,,2022,2022
8816,GABRIELLA GIORGI-CAVAGLIERI FOUNDATION,gabriella-giorgi-cavaglieri-foundation-2,Organisation,1,,2022,2022
8818,ROBERT GNEHM FUND,robert-gnehm-fund-2,Organisation,1,,2022,2022
8820,Research fund of the Swiss gas industry (FOGA),research-fund-of-the-swiss-gas-industry-foga-2,Organisation,1,,2022,2022
8822,FONDAZIONE TEOFILO ROSSI DI MONTELERA E DI PREMUDA,fondazione-teofilo-rossi-di-montelera-e-di-premuda-2,Organisation,1,,2022,2022
8824,SAN SALVATORE FOUNDATION,san-salvatore-foundation-2,Organisation,1,,2022,2022
8826,VALERY FOUNDATION,valery-foundation-2,Organisation,1,,2022,2022
8828,VAHABZADEH FOUNDATION,vahabzadeh-foundation-2,Organisation,1,,2022,2022
8830,SYNAPSIS FOUNDATION,synapsis-foundation-2,Organisation,1,,2022,2022
8832,FONDATION SUISSE DE RECHERCHE SUR LES MALADIES MUSCULAIRES,fondation-suisse-de-recherche-sur-les-maladies-musculaires-6,Organisation,1,,2022,2022
8834,PRO VISU FOUNDATION,pro-visu-foundation-2,Organisation,1,,2022,2022
8836,"PRIVATE FOUNDATION, GENEVA",private-foundation-geneva-2,Organisation,1,,2022,2022
8838,Fondation privée des HUG,fondation-privee-des-hug-5,Organisation,1,,2022,2022
8840,Fondation pour la lutte contre le cancer,fondation-pour-la-lutte-contre-le-cancer-4,Organisation,1,,2022,2022
8842,Fondation Plateforme 10 – Photo Elysée,fondation-plateforme-10-photo-elysee-2,Organisation,1,,2022,2022
8844,FONDATION PIERRE MERCIER POUR LA SCIENCE,fondation-pierre-mercier-pour-la-science-5,Organisation,1,,2022,2022
8846,FONDATION ORLANDO LAUTI,fondation-orlando-lauti-5,Organisation,1,,2022,2022
8848,NOVARTIS FOUNDATION,novartis-foundation-2,Organisation,1,,2022,2022
8850,NEURONA FOUNDATION,neurona-foundation-2,Organisation,1,,2022,2022
8852,Fondation Maisons pour Etudiants (FMEL),fondation-maisons-pour-etudiants-fmel-2,Organisation,1,,2022,2022
8854,Fondation Léonard Gianadda Mécénat,fondation-leonard-gianadda-mecenat-5,Organisation,1,,2022,2022
8856,LEISTER FOUNDATION,leister-foundation-2,Organisation,1,,2022,2022
8858,LEENAARDS FOUNDATION,leenaards-foundation-2,Organisation,1,,2022,2022
8860,International Latsis Foundation,international-latsis-foundation-3,Organisation,1,,2022,2022
8862,FONDATION JACQUELINE BEYTOUT,fondation-jacqueline-beytout-5,Organisation,1,,2022,2022
8864,ISREC FOUNDATION,isrec-foundation-2,Organisation,1,,2022,2022
8866,HASLER FOUNDATION,hasler-foundation-2,Organisation,1,,2022,2022
8868,FONDATION GIVEKA,fondation-giveka-3,Organisation,1,,2022,2022
8870,Fondation Gianni Biaggi de Blasys,fondation-gianni-biaggi-de-blasys-5,Organisation,1,,2022,2022
8873,Gelbert Foundation,gelbert-foundation-2,Organisation,1,,2022,2022
8875,GABRIELLA GIORGI-CAVAGLIERI FOUNDATION,gabriella-giorgi-cavaglieri-foundation-3,Organisation,1,,2022,2022
8877,Fyssen Foundation,fyssen-foundation-3,Organisation,1,,2022,2022
8879,Charitable umbrella foundation SYMPHASIS,charitable-umbrella-foundation-symphasis-2,Organisation,1,,2022,2022
8881,Anniversary Foundation of Swiss Life for Public Health and Medical Research,anniversary-foundation-of-swiss-life-for-public-health-and-medical-research-2,Organisation,1,,2022,2022
8883,FONDATION DU DOMAINE DE VILLETTE,fondation-du-domaine-de-villette-2,Organisation,1,,2022,2022
8885,DEFITECH FOUNDATION,defitech-foundation-2,Organisation,1,,2022,2022
8887,CLAUDE NOBS FOUNDATION,claude-nobs-foundation-2,Organisation,1,,2022,2022
8889,Fondation Professeur Charles Rapin,fondation-professeur-charles-rapin-5,Organisation,1,,2022,2022
8891,BERTARELLI FOUNDATION,bertarelli-foundation-2,Organisation,1,,2022,2022
8893,Fondation BCV,fondation-bcv-2,Organisation,1,,2022,2022
8896,Fondation Alcea,fondation-alcea-5,Organisation,1,,2022,2022
8899,FONDATION ACTERIA,fondation-acteria-5,Organisation,1,,2022,2022
8901,Fondation Aclon,fondation-aclon-5,Organisation,1,,2022,2022
8903,FOND’ACTION CONTRE LE CANCER,fondaction-contre-le-cancer-5,Organisation,1,,2022,2022
8906,FIRMENICH SA,firmenich-sa-5,Organisation,1,,2022,2022
8908,FERRING INTERNATIONAL CENTER SA,ferring-international-center-sa-5,Organisation,1,,2022,2022
8910,FEE – Fondation pour les étudiants de l’EPFL,fee-fondation-pour-les-etudiants-de-lepfl-2,Organisation,1,,2022,2022
8912,FAMSA Foundation,famsa-foundation,Organisation,1,,2022,2022
8914,Meta,meta-5,Organisation,1,,2022,2022
8917,Migros Pioneer Fund,migros-pioneer-fund-3,Organisation,1,,2022,2022
8919,Charitable umbrella foundation EMPIRIS,charitable-umbrella-foundation-empiris-2,Organisation,1,,2022,2022
8921,"Empa, Marterials Science and Technology",empa-marterials-science-and-technology-2,Organisation,1,,2022,2022
8923,EMBO,embo-5,Organisation,1,,2022,2022
8925,RICHEMONT INTERNATIONAL SA,richemont-international-sa-8,Organisation,1,,2022,2022
8927,Dr. Josef Steiner Cancer Research Foundation,dr-josef-steiner-cancer-research-foundation-2,Organisation,1,,2022,2022
8929,DRS. PAUL AND CHRISTA PLICHTA,drs-paul-and-christa-plichta-5,Individual,1,,2022,2022
8931,ERNST GÖHNER FOUNDATION,ernst-gohner-foundation-2,Organisation,1,,2022,2022
8933,PROFESSOR PATRICK AEBISCHER,professor-patrick-aebischer-2,Individual,1,,2022,2022
8935,DEFITECH FOUNDATION,defitech-foundation-3,Organisation,1,,2022,2022
8937,Credit Suisse Foundation,credit-suisse-foundation-5,Organisation,1,,2022,2022
8939,CREDIT SUISSE (SUISSE) SA,credit-suisse-suisse-sa-5,Organisation,1,,2022,2022
8942,WERNER SIEMENS-STIFTUNG,werner-siemens-stiftung-5,Organisation,1,,2022,2022
8944,COMSOL Multiphysics GmbH,comsol-multiphysics-gmbh-6,Organisation,1,,2022,2022
8946,LOTERIE ROMANDE,loterie-romande-5,Organisation,1,,2022,2022
8949,ClimateWorks Foundation,climateworks-foundation-2,Organisation,1,,2022,2022
8951,The Climate Cousins Foundation,the-climate-cousins-foundation-5,Organisation,1,,2022,2022
8953,CHUV,chuv-6,Organisation,1,,2022,2022
8956,MR. CLAUDE LATOUR,mr-claude-latour-2,Individual,1,,2022,2022
8958,"MR. JEAN-FRANÇOIS LOUDE, HONORARY PROFESSOR",mr-jean-francois-loude-honorary-professor-2,Individual,1,,2022,2022
8960,A foundation advised by CARIGEST Ltd.,a-foundation-advised-by-carigest-ltd-2,Organisation,1,,2022,2022
8962,CARAN D'ACHE SA,caran-dache-sa-5,Organisation,1,,2022,2022
8964,Camptocamp,camptocamp-2,Organisation,1,,2022,2022
8967,FONDATION LOMBARD ODIER,fondation-lombard-odier-5,Organisation,1,,2022,2022
8969,MR. JACQUES DE SAUSSURE AND MRS. IMAN MAKKI DE SAUSSURE,mr-jacques-de-saussure-and-mrs-iman-makki-de-saussure-2,Individual,1,,2022,2022
8971,"Boehringer Ingelheim Fonds, Foundation for Basic Research in Medicine",boehringer-ingelheim-fonds-foundation-for-basic-research-in-medicine-2,Organisation,1,,2022,2022
8973,Biostime Institute of Nutrition and Care,biostime-institute-of-nutrition-and-care-5,Organisation,1,,2022,2022
8975,BANQUE CANTONALE VAUDOISE,banque-cantonale-vaudoise-5,Organisation,1,,2022,2022
8977,Luc & Irène Bauer Foundation,luc-irene-bauer-foundation-5,Organisation,1,,2022,2022
8979,BASF,basf-5,Organisation,1,,2022,2022
8981,AXA RESEARCH FUND,axa-research-fund-5,Organisation,1,,2022,2022
8983,Autodesk Inc.,autodesk-inc-5,Organisation,1,,2022,2022
8985,AUDEMARS PIGUET,audemars-piguet-5,Organisation,1,,2022,2022
8987,Swiss Polar Foundation,swiss-polar-foundation-5,Organisation,1,,2022,2022
8990,Swissphotonics,swissphotonics-5,Organisation,1,,2022,2022
8992,ASSOCIATION LIBRE D’AIDE A LA RECHERCHE SUR LA MOELLE EPINIERE,association-libre-daide-a-la-recherche-sur-la-moelle-epiniere-5,Organisation,1,,2022,2022
8996,Association of African Universities,association-of-african-universities-2,Organisation,1,,2022,2022
8998,"MRS. CATHERINE LABOUCHÈRE, REPRESENTING A GROUP OF DONORS",mrs-catherine-labouchere-representing-a-group-of-donors-2,Individual,1,,2022,2022
9000,Alpiq Ltd,alpiq-ltd-2,Organisation,1,,2022,2022
9003,The Allen Institute for Artificial Intelligence,the-allen-institute-for-artificial-intelligence-5,Organisation,1,,2022,2022
9006,Alan Howard,alan-howard-2,Individual,1,,2022,2022
9008,Charitable umbrella foundation ACCENTUS,charitable-umbrella-foundation-accentus-2,Organisation,1,,2022,2022
9010,ABB SUISSE SA,abb-suisse-sa-4,Organisation,1,,2022,2022
9012,Fondation Philanthropique Famille Sandoz,fondation-philanthropique-famille-sandoz-6,Organisation,1,,2022,2022
10122,SPI - Swiss Polar Institute,spi-swiss-polar-institute-2,Individual,1,,2023,2023
10083,Wüest Partner SA,wuest-partner-sa-2,Individual,1,,2023,2023
10080,VISION LANDWIRTSCHAFT,vision-landwirtschaft-2,Individual,1,,2023,2023
10077,UBS Switzerland AG,ubs-switzerland-ag-2,Individual,1,,2023,2023
10074,TRANSITEC,transitec-2,Individual,1,,2023,2023
10071,The Martinez Family Trust,the-martinez-family-trust-2,Individual,1,,2023,2023
10067,The Kavli Foundation,the-kavli-foundation-5,Individual,1,,2023,2023
10064,The Foundation for AIDS Research,the-foundation-for-aids-research-2,Individual,1,,2023,2023
10061,Swiss 3R competence center,swiss-3r-competence-center-4,Individual,1,,2023,2023
10058,STAVROS NIARCHOS FOUNDATION,stavros-niarchos-foundation-2,Individual,1,,2023,2023
10055,SQUAREPOINT FOUNDATION,squarepoint-foundation-2,Individual,1,,2023,2023
10052,"SKKG, Stiftung fur Kunst, Kultur und Geschichte",skkg-stiftung-fur-kunst-kultur-und-geschichte-2,Individual,1,,2023,2023
10049,Signa-Terre SA,signa-terre-sa-2,Individual,1,,2023,2023
10046,Severin B. Hacker,severin-b-hacker-2,Individual,1,,2023,2023
10043,Roumai Medical,roumai-medical-2,Individual,1,,2023,2023
