ID,Post Title,Post Name,Type,Singular,First Letter,Years,Year
10040,ReMedys Foundation,remedys-foundation-2,Individual,1,,2023,2023
10037,Peter und Traudl Engelhorn Stiftung,peter-und-traudl-engelhorn-stiftung-8,Individual,1,,2023,2023
10034,Olga Mayenfisch Stiftung,olga-mayenfisch-stiftung-2,Individual,1,,2023,2023
10031,Nym Technologies,nym-technologies-2,Individual,1,,2023,2023
10028,"MODUS, for sustainable mobility in Geneva",modus-for-sustainable-mobility-in-geneva,Individual,1,,2023,2023
10025,Mitsubishi Chemical Corporation,mitsubishi-chemical-corporation-5,Individual,1,,2023,2023
10022,LIQUITY AG,liquity-ag-2,Individual,1,,2023,2023
10019,Ligentec SA,ligentec-sa-2,Individual,1,,2023,2023
10016,KHEPHREN SA,khephren-sa-2,Individual,1,,2023,2023
10013,IRME - Institut pour la recherche sur la Moelle épinière et l'Encéphale,irme-institut-pour-la-recherche-sur-la-moelle-epiniere-et-lencephale-2,Individual,1,,2023,2023
10010,GETec Microscopy GmbH,getec-microscopy-gmbh-2,Individual,1,,2023,2023
10007,Fundo,fundo-2,Individual,1,,2023,2023
10004,Frigg.eco AG,frigg-eco-ag-2,Individual,1,,2023,2023
9745,FORCE - Fondation Recherche sur le Cancer de l’Enfant,force-fondation-recherche-sur-le-cancer-de-lenfant-5,Individual,1,,2023,2023
9742,Swiss Foundation for Alcohol Research,swiss-foundation-for-alcohol-research,Individual,1,,2023,2023
9739,Fondation Roger de Spoelberch,fondation-roger-de-spoelberch-2,Individual,1,,2023,2023
9736,Fondation pour la recherche en biologie et médecine,fondation-pour-la-recherche-en-biologie-et-medecine-2,Individual,1,,2023,2023
9732,Foundation for the encouragement of Nutrition Research in Switzerland,foundation-for-the-encouragement-of-nutrition-research-in-switzerland,Individual,1,,2023,2023
9729,Fondation Novandi,fondation-novandi-2,Individual,1,,2023,2023
9726,FONDATION MARINA CUENNET-MAUVERNAY,fondation-marina-cuennet-mauvernay-2,Individual,1,,2023,2023
9722,LUNT FOUNDATION,lunt-foundation-2,Individual,1,,2023,2023
9719,Fondation les Mûrons,fondation-les-murons-2,Individual,1,,2023,2023
9715,Fondation Hans Wilsdorf,fondation-hans-wilsdorf-2,Individual,1,,2023,2023
9712,FONDATION ETRILLARD,fondation-etrillard-2,Individual,1,,2023,2023
9709,Fondation Emilienne Jaton et Fondation Associées,fondation-emilienne-jaton-et-fondation-associees-2,Individual,1,,2023,2023
9706,Centenary Foundation of the Swiss Society of General Insurance on Human Life for Public Health and Medical Research,centenary-foundation-of-the-swiss-society-of-general-insurance-on-human-life-for-public-health-and-medical-research,Individual,1,F,2023,2023
9703,Fondation Botnar,fondation-botnar-2,Individual,1,,2023,2023
9700,CSS Versicherung AG,css-versicherung-ag-2,Individual,1,C,2023,2023
9697,Cronos Finance,cronos-finance-2,Individual,1,C,2023,2023
9694,Bourse Giudici-Vauclair,bourse-giudici-vauclair-2,Individual,1,,2023,2023
9691,ANDRE P. BUCHEL,andre-p-buchel-2,Individual,1,A,2023,2023
9688,AGEPoly,agepoly-2,Individual,1,,2023,2023
9685,Acanthe SA,acanthe-sa-4,Organisation,1,A,2023,2023
9243,Acanthe SA,acanthe-sa-2,Organisation,1,A,2023,2023
9240,Swiss 3R competence center,swiss-3r-competence-center-2,Organisation,1,S,2023,2023
1416,Béla Kapossy,bela-kapossy-5,directeurs_collegues,,,2018;2019;2020,2018
1418,Dominique Foray,dominique-foray,directeurs_collegues,,,2018,2018
1414,Andrew Barry,andrew-barry-2,doyens_facultes,,,2018,2018
1412,James Larus,james-larus-2,doyens_facultes,,,2018;2019;2020,2018
1410,Ali H. Sayed,ali-h-sayed-2,doyens_facultes,,,2018;2019;2020,2018
1408,Gisou van der Goot,gisou-van-der-goot-2,doyens_facultes,,,2018;2019,2018
1406,Jan S. Hesthaven,jan-s-hesthaven-2,doyens_facultes,,,2018;2019,2018
1391,Martin Vetterli,martin-vetterli-2,president,,,2018,2018
1404,Edouard Bugnion,edouard-bugnion-2,equipe_direction,,,2018,2018
1402,Etienne Marclay,etienne-marclay-2,equipe_direction,,,2018,2018
1400,Caroline Kuyper,caroline-kuyper-2,equipe_direction,,,2018,2018
1398,Marc Gruber,marc-gruber-2,equipe_direction,,,2018,2018
1396,Andreas Mortensen,andreas-mortensen-2,equipe_direction,,,2018,2018
1394,Pierre Vandergheynst,pierre-vandergheynst-2,equipe_direction,,,2018,2018
1387,Philippe Spaetig,philippe-spaetig-2,professeurs,,,2018,2018
1385,Christopher Mudry,christopher-mudry-2,professeurs,,,2018,2018
1384,Pascale Jablonka,pascale-jablonka-3,professeurs,,,2018,2018
1382,Simone Deparis,simone-deparis-3,professeurs,,,2018,2018
1380,Lesya Shchutska,lesya-shchutska-3,professeurs,,,2018,2018
1378,Pablo Rivera-Fuentes,pablo-rivera-fuentes-3,professeurs,,,2018,2018
1376,Victor Panaretos,victor-panaretos-3,professeurs,,,2018,2018
2543,Jamie Paik,jamie-paik-3,professeurs,,,2018,2018
1371,Sofia Olhede,sofia-olhede-2,professeurs,,,2018,2018
1370,Clément Hongler,clement-hongler-3,professeurs,,,2018,2018
1367,Camille Brès,camille-bres-2,professeurs,,,2018,2018
1366,Jérôme Baudry,jerome-baudry-3,professeurs,,,2018,2018
1364,Ola Svensson,ola-svensson-3,professeurs,,,2018,2018
1361,Kevin Sivula,kevin-sivula-2,professeurs,,,2018,2018
1359,Matthias Lütolf,matthias-lutolf-2,professeurs,,,2018,2018
1357,Juhan Aru,juhan-aru-2,professeurs,,,2018,2018
1356,Giulia Tagliabue,giulia-tagliabue-3,professeurs,,,2018,2018
1354,Mathias Payer,mathias-payer-3,professeurs,,,2018,2018
1351,Silvestro Micera,silvestro-micera-2,professeurs,,,2018,2018
1347,Michele De Palma,michele-de-palma-2,professeurs,,,2018,2018
1346,Fabrizio Carbone,fabrizio-carbone-3,professeurs,,,2018,2018
1343,Vivek Subramanian,vivek-subramanian-2,professeurs,,,2018,2018
1315,Philip Moll,philip-moll-2,professeurs,,,2018,2018
1313,Giovanni D’Angelo,giovanni-dangelo-2,professeurs,,,2018,2018
1312,Andreas Burg,andreas-burg-3,professeurs,,,2018,2018
1309,Yimon Aye,yimon-aye-2,professeurs,,,2018,2018
1307,Athanasios Nenes,athanasios-nenes-2,professeurs,,,2018,2018
1305,Carlotta Guiducci,carlotta-guiducci-2,professeurs,,,2018,2018
1301,Christoph Bostedt,1301,professeurs,,,2018,2018
3707,Dominique Foray,dominique-foray-4,directeurs_collegues,,,2019;2020,2019
3469,Pierre Vandergheynst,pierre-vandergheynst-5,equipe_direction,,,2019,2019
3464,Martin Vetterli,martin-vetterli-5,president,,,2019,2019
3460,Marc Gruber,marc-gruber-5,equipe_direction,,,2019,2019
3456,Claudia R. Binder,claudia-binder-2,doyens_facultes,,,2019;2020,2019
3452,Etienne Marclay,etienne-marclay-5,equipe_direction,,,2019,2019
3448,Edouard Bugnion,edouard-bugnion-5,equipe_direction,,,2019,2019
3444,Caroline Kuyper,caroline-kuyper-5,equipe_direction,,,2019,2019
3417,Andreas Mortensen,andreas-mortensen-5,equipe_direction,,,2019,2019
2747,Amir Zamir,amir-zamir-2,professeurs,,,2019,2019
2746,Dimitri Wyss,dimitri-wyss-2,professeurs,,,2019,2019
2745,Jérôme Waser,jerome-waser-2,professeurs,,,2019,2019
2744,Jo Taillieu,jo-taillieu-2,professeurs,,,2019,2019
2743,Henning Stahlberg,henning-stahlberg-2,professeurs,,,2019,2019
2742,Mahsa Shoaran,mahsa-shoaran-2,professeurs,,,2019,2019
2741,Mike Seidel,mike-seidel-2,professeurs,,,2019,2019
2740,Julia Schmale,julia-schmale-2,professeurs,,,2019,2019
2739,Christoph Merten,christoph-merten-2,professeurs,,,2019,2019
2738,Mackenzie Mathis,mackenzie-mathis-2,professeurs,,,2019,2019
2737,Alexander Mathis,alexander-mathis-2,professeurs,,,2019,2019
2736,Adam Marcus,adam-marcus-2,professeurs,,,2019,2019
2735,Eric Lapierre,eric-lapierre-2,professeurs,,,2019,2019
2734,Graham Knott,graham-knott-2,professeurs,,,2019,2019
2733,Negar Kiyavash,negar-kiyavash-2,professeurs,,,2019,2019
2732,Anne-Marie Kermarrec,anne-marie-kermarrec-2,professeurs,,,2019,2019
2731,Tanja Käser,tanja-kaser-2,professeurs,,,2019,2019
2730,Frédéric Kaplan,frederic-kaplan-2,professeurs,,,2019,2019
2729,Julien Hugonnier,julien-hugonnier-2,professeurs,,,2019,2019
2723,Kathryn Hess Bellwald,kathryn-hess-bellwald-2,professeurs,,,2019,2019
2722,Charlotte Grossiord,charlotte-grossiord-2,professeurs,,,2019,2019
2721,Mika Göös,mika-goos-2,professeurs,,,2019,2019
2720,Anna Fontcuberta i Morral,anna-fontcuberta-i-morral-2,professeurs,,,2019,2019
2719,François Fleuret,francois-fleuret-2,professeurs,,,2019,2019
2718,Nicolas Flammarion,nicolas-flammarion-2,professeurs,,,2019,2019
2717,Beat Fierz,beat-fierz-2,professeurs,,,2019,2019
2716,Jacques Fellay,jacques-fellay-2,professeurs,,,2019,2019
2715,Jacques Duparc,jacques-duparc-2,professeurs,,,2019,2019
2714,Bart Deplancke,bart-deplancke-2,professeurs,,,2019,2019
2713,Grégoire Courtine,gregoire-courtine-2,professeurs,,,2019,2019
2712,Anne-Clémence Corminboeuf,anne-clemence-corminboeuf-2,professeurs,,,2019,2019
2711,Nicolas Boumal,nicolas-boumal-2,professeurs,,,2019,2019
2710,Jocelyne Bloch,jocelyne-bloch-2,professeurs,,,2019,2019
2709,Anne-Florence Bitbol,anne-florence-bitbol-2,professeurs,,,2019,2019
2708,Mitali Banerjee,mitali-banerjee-2,professeurs,,,2019,2019
2707,Katerina Argyraki,katerina-argyraki-2,professeurs,,,2019,2019
2706,Andrea Ablasser,andrea-ablasser-2,professeurs,,,2019,2019
4879,Tobias Schneider,tobias-schneider-3,professeurs,,,2020,2020
4874,Thomas Weber,thomas-weber-2,professeurs,,,2020,2020
4870,Sylvie Roke,sylvie-roke-3,professeurs,,,2020,2020
4864,Sophia Haussener,sophia-haussener-2,professeurs,,,2020,2020
4863,Sanidhya Kashyap,sanidhya-kashyap-3,professeurs,,,2020,2020
4859,Sandro Carrara,sandro-carrara-2,professeurs,,,2020,2020
4858,Rüdiger Fahlenbrach,rudiger-fahlenbrach-2,professeurs,,,2020,2020
4854,Pasquale Scarlino,pasquale-scarlino-2,professeurs,,,2020,2020
4852,Pascal Frossard,pascal-frossard-3,professeurs,,,2020,2020
4848,Oleg Yazyev,oleg-yazyev-2,professeurs,,,2020,2020
4845,Michele Ceriotti,michele-ceriotti-3,professeurs,,,2020,2020
4840,Matthias Grossglauser,matthias-grossglauser-2,professeurs,,,2020,2020
4837,Mats Stensrud,mats-stensrud-3,professeurs,,,2020,2020
4834,Marius Lemm,marius-lemm-2,professeurs,,,2020,2020
4831,Lenka Zdeborová,lenka-zdeborova-3,professeurs,,,2020,2020
4826,Jürg Schiffmann,jurg-schiffmann-2,professeurs,,,2020,2020
4824,Josie Hughes,josie-hughes-3,professeurs,,,2020,2020
4821,Johannes Gräff,johannes-graff-2,professeurs,,,2020,2020
4815,Jean-Philippe Thiran,jean-philippe-thiran-2,professeurs,,,2020,2020
4812,Hatice Altug,hatice-altug-3,professeurs,,,2020,2020
4810,Giuseppe Carleo,giuseppe-carleo-3,professeurs,,,2020,2020
4806,Gerardo Turcatti,gerardo-turcatti-2,professeurs,,,2020,2020
4805,Florent Krzakala,florent-krzakala-3,professeurs,,,2020,2020
4797,Fabien Sorin,fabien-sorin-2,professeurs,,,2020,2020
4791,Devis Tuia,devis-tuia-2,professeurs,,,2020,2020
4789,David Suter,david-suter-3,professeurs,,,2020,2020
4786,Antoine Bosselut,antoine-bosselut-2,professeurs,,,2020,2020
4782,Alireza Karimi,alireza-karimi-2,professeurs,,,2020,2020
4660,Andy Oates,andy-oates-2,doyens_facultes,,,2020,2020
4655,Paul Dyson,paul-dyson-2,doyens_facultes,,,2020,2020
4644,Gisou van der Goot,gisou-van-der-goot-5,equipe_direction,,,2020,2020
4640,Marc Bachelot,marc-bachelot-2,equipe_direction,,,2020,2020
4636,Matthias Gäumann,matthias-gaumann-2,equipe_direction,,,2020,2020
4631,Ursula Oesterle,ursula-oesterle-2,equipe_direction,,,2020,2020
4625,Jan S. Hesthaven,jan-s-hesthaven-5,equipe_direction,,,2020,2020
4603,Martin Vetterli,martin-vetterli-8,president,,,2020,2020
6018,Rüdiger Urbanke,rudiger-urbanke-2,doyens_facultes,,,2021,2021
6012,Françoise Bommensatt,francoise-bommensatt-2,equipe_direction,,,2021,2021
6217,Kenan Zhang,kenan-zhang-2,professeurs,,,2021,2021
6216,Anastasios Vassilopoulos,anastasios-vassilopoulos-2,professeurs,,,2021,2021
6215,Andrew Sonta,andrew-sonta-2,professeurs,,,2021,2021
6213,Philippe Schwaller,philippe-schwaller-2,professeurs,,,2021,2021
6212,Florian Richter,florian-richter-2,professeurs,,,2021,2021
6211,Aleksandra Radenovic,aleksandra-radenovic-2,professeurs,,,2021,2021
6210,Mathias Payer,mathias-payer-5,professeurs,,,2021,2021
6209,Zsolt Patakfalvi,zsolt-patakfalvi-2,professeurs,,,2021,2021
6208,Stefana Parascho,stefana-parascho-2,professeurs,,,2021,2021
6207,Elisa Oricchio,elisa-oricchio-2,professeurs,,,2021,2021
6206,Sarah Nichols,sarah-nichols-2,professeurs,,,2021,2021
6204,Anirudh Raju Natarajan,anirudh-raju-natarajan-2,professeurs,,,2021,2021
6203,Kirsten Moselund,kirsten-moselund-2,professeurs,,,2021,2021
6202,Georgios Moschidis,georgios-moschidis-2,professeurs,,,2021,2021
6201,Elison Matioli,elison-matioli-2,professeurs,,,2021,2021
6200,Vladimir Manucharyan,vladimir-manucharyan-2,professeurs,,,2021,2021
6199,Charlotte Malterre-Barthes,charlotte-malterre-barthes-2,professeurs,,,2021,2021
6198,Nicolas Macris,nicolas-macris-2,professeurs,,,2021,2021
6197,Jeremy Luterbacher,jeremy-luterbacher-2,professeurs,,,2021,2021
6196,Marianne Liebi,marianne-liebi-2,professeurs,,,2021,2021
6195,Brice Lecampion,brice-lecampion-2,professeurs,,,2021,2021
6194,Andreas Läuchli,andreas-lauchli-2,professeurs,,,2021,2021
6193,Wouter Karthaus,wouter-karthaus-2,professeurs,,,2021,2021
6192,Maryam Kamgarpour,maryam-kamgarpour-2,professeurs,,,2021,2021
6191,Beate Jessel,beate-jessel-2,professeurs,,,2021,2021
6183,Zoë Holmes,zoe-holmes-2,professeurs,,,2021,2021
6182,Michaela Hirschmann,michaela-hirschmann-2,professeurs,,,2021,2021
6181,Victor Gorbenko,victor-gorbenko-2,professeurs,,,2021,2021
6180,Nikolas Geroliminis,nikolas-geroliminis-2,professeurs,,,2021,2021
6179,Andreas Fuster,andreas-fuster-2,professeurs,,,2021,2021
6178,Olga Fink,olga-fink-2,professeurs,,,2021,2021
6177,Drazen Dujic,drazen-dujic-2,professeurs,,,2021,2021
6176,Marcel Drabbels,marcel-drabbels-2,professeurs,,,2021,2021
6175,Hugo Dil,hugo-dil-2,professeurs,,,2021,2021
6174,Bruno Correia,bruno-correia-2,professeurs,,,2021,2021
6173,Maria Colombo,maria-colombo-2,professeurs,,,2021,2021
6171,Kyojin Choo,kyojin-choo-2,professeurs,,,2021,2021
6170,Lénaïc Chizat,lenaic-chizat-2,professeurs,,,2021,2021
6169,Alessandro Chiesa,alessandro-chiesa-2,professeurs,,,2021,2021
6168,Edouard Bugnion,edouard-bugnion-8,professeurs,,,2021,2021
6167,Oleg Boyarkine,oleg-boyarkine-2,professeurs,,,2021,2021
6166,Melanie Blokesch,melanie-blokesch-2,professeurs,,,2021,2021
6164,Ileana-Cristina Benea-Chelmus,ileana-cristina-benea-chelmus-2,professeurs,,,2021,2021
6163,David Atienza Alonso,david-atienza-alonso-2,professeurs,,,2021,2021
6161,Esther Amstad,esther-amstad-2,professeurs,,,2021,2021
6160,Haitham Al Hassanieh,haitham-al-hassanieh-2,professeurs,,,2021,2021
6158,Meret Aeppli,meret-aeppli-2,professeurs,,,2021,2021
6157,Andrea Ablasser,andrea-ablasser-5,professeurs,,,2021,2021
6156,Tiffany Abitbol,tiffany-abitbol-2,professeurs,,,2021,2021
6016,Andy Oates,andy-oates-5,doyens_facultes,,,2021,2021
6019,Paul Dyson,paul-dyson-5,doyens_facultes,,,2021,2021
6010,Gisou van der Goot,gisou-van-der-goot-8,equipe_direction,,,2021,2021
6013,Matthias Gäumann,matthias-gaumann-4,equipe_direction,,,2021,2021
6014,Ursula Oesterle,ursula-oesterle-5,equipe_direction,,,2021,2021
6011,Jan S. Hesthaven,jan-s-hesthaven-8,equipe_direction,,,2021,2021
6009,Martin Vetterli,martin-vetterli-11,president,,,2021,2021
6021,Dominique Foray,dominique-foray-7,directeurs_collegues,,,2021,2021
6017,Claudia R. Binder,claudia-r-binder-2,doyens_facultes,,,2021,2021
6020,Béla Kapossy,bela-kapossy-3,directeurs_collegues,,,2021,2021
6015,Ali H. Sayed,ali-h-sayed-5,doyens_facultes,,,2021,2021
9108,Tanja Zimmermann,tanja-zimmermann-2,professeurs,,,2022,2022
9106,Fides Zenk,fides-zenk-2,professeurs,,,2022,2022
9104,Daryl Yee,daryl-yee-2,professeurs,,,2022,2022
9102,Sebastian Waszak,sebastian-waszak-2,professeurs,,,2022,2022
9100,Pier Vittorio Aureli,pier-vittorio-aureli-2,professeurs,,,2022,2022
9098,Marie Violay,marie-violay-2,professeurs,,,2022,2022
9096,Guillermo Villanueva,guillermo-villanueva-2,professeurs,,,2022,2022
9094,Alfredo Thiermann,alfredo-thiermann-2,professeurs,,,2022,2022
9092,Li Tang,li-tang-2,professeurs,,,2022,2022
9090,Angela Steinauer,angela-steinauer-2,professeurs,,,2022,2022
9088,Martin Schrimpf,martin-schrimpf-2,professeurs,,,2022,2022
9086,David Ruggiero,david-ruggiero-2,professeurs,,,2022,2022
9084,Henrik Rønnow,henrik-ronnow-2,professeurs,,,2022,2022
9082,Guillermina Ramirez-San Juan,guillermina-ramirez-san-juan-2,professeurs,,,2022,2022
9080,Wendy Queen,wendy-queen-2,professeurs,,,2022,2022
9078,Clément Pit-Claudel,clement-pit-claudel-2,professeurs,,,2022,2022
9076,Dominique Pioletti,dominique-pioletti-2,professeurs,,,2022,2022
9074,Andreas Osterwalder,andreas-osterwalder-2,professeurs,,,2022,2022
9072,Christophe Moser,christophe-moser-2,professeurs,,,2022,2022
9070,Johann Michler,johann-michler-2,professeurs,,,2022,2022
9068,Daniele Mari,daniele-mari-2,professeurs,,,2022,2022
9066,Radoslav Marchevski,radoslav-marchevski-2,professeurs,,,2022,2022
9064,Gabriele Manoli,gabriele-manoli-2,professeurs,,,2022,2022
9062,Suliana Manley,suliana-manley-2,professeurs,,,2022,2022
9060,Zhengmao Lu,zhengmao-lu-2,professeurs,,,2022,2022
9058,Xue-Mei Li,xue-mei-li-2,professeurs,,,2022,2022
9056,Andras Kis,andras-kis-2,professeurs,,,2022,2022
9054,Gregor Jotzu,gregor-jotzu-2,professeurs,,,2022,2022
9052,Michael Herbst,michael-herbst-2,professeurs,,,2022,2022
9050,Martin Hairer,martin-hairer-2,professeurs,,,2022,2022
9048,Manuel Guizar-Sicairos,manuel-guizar-sicairos-2,professeurs,,,2022,2022
9046,Wenyu Gu,wenyu-gu-2,professeurs,,,2022,2022
9044,Laura Grigori,laura-grigori-2,professeurs,,,2022,2022
9042,Camille Goemans,camille-goemans-2,professeurs,,,2022,2022
9040,Gaétan de Rassenfosse,gaetan-de-rassenfosse-2,professeurs,,,2022,2022
9038,Elena Cogato Lanza,elena-cogato-lanza-2,professeurs,,,2022,2022
9036,Jérôme Chappellaz,professor-jerome-chappellaz-formerly-director-of-research-at-the-national-centre-for-scientific-research-cnrs-france-as-full-professor-of-environmental-engineering-environmental-observation-unde,professeurs,,,2022,2022
9034,Andrea Cavallaro,andrea-cavallaro-2,professeurs,,,2022,2022
9032,Raffaella Buonsanti,raffaella-buonsanti-2,professeurs,,,2022,2022
9030,Maria Brbic,maria-brbic-2,professeurs,,,2022,2022
9028,Sara Bonetti,sara-bonetti-2,professeurs,,,2022,2022
9026,Rizlan Bernier-Latmani,rizlan-bernier-latmani-2,professeurs,,,2022,2022
9024,Aleksandar Antanasijevic,aleksandar-antanasijevic-2,professeurs,,,2022,2022
9022,Ianina Altshuler,ianina-altshuler-2,professeurs,,,2022,2022
9020,Michaël Aklin,michael-aklin-2,professeurs,,,2022,2022
9018,Kumar Agrawal,kumar-agrawal-2,professeurs,,,2022,2022
9016,Martin Ackermann,martin-ackermann-2,professeurs,,,2022,2022
8368,Rüdiger Urbanke,rudiger-urbanke-4,doyens_facultes,,,2022,2022
8363,Françoise Bommensatt,8363,equipe_direction,,,2022,2022
8370,Rüdiger Fahlenbrach,8370,directeurs_collegues,,,2022,2022
8366,Ursula Oesterle,ursula-oesterle-8,equipe_direction,,,2022,2022
8374,Martin Vetterli,martin-vetterli-14,president,,,2022,2022
8372,Frédéric Kaplan,8372,directeurs_collegues,,,2022,2022
10247,Yanina Shkel,yanina-shkel-2,professeurs,,,2023,2023
10245,Wenzel Jakob,wenzel-jakob-2,professeurs,,,2023,2023
10243,Vasiliki Tileli,vasiliki-tileli-2,professeurs,,,2023,2023
10241,Valerio Zerbi,valerio-zerbi-2,professeurs,,,2023,2023
10239,Thomas Bourgeat,thomas-bourgeat-2,professeurs,,,2023,2023
10237,Tamar Kohn,tamar-kohn-2,professeurs,,,2023,2023
10235,Sophie Delhay,sophie-delhay-2,professeurs,,,2023,2023
10233,Sascha Feldmann,sascha-feldmann-2,professeurs,,,2023,2023
10231,Sangwoo Kim,sangwoo-kim-2,professeurs,,,2023,2023
10229,Rudolf Mahrer,rudolf-mahrer-2,professeurs,,,2023,2023
10226,Romain Fleury,romain-fleury-2,professeurs,,,2023,2023
10223,Richard Irving Anderson,richard-irving-anderson-2,professeurs,,,2023,2023
10221,Paolo Ricci,paolo-ricci-2,professeurs,,,2023,2023
10219,Paolo Perona,paolo-perona-2,professeurs,,,2023,2023
10217,Nicolas Thomä,nicolas-thoma-2,professeurs,,,2023,2023
10215,Negar Kiyavash,negar-kiyavash-5,professeurs,,,2023,2023
10213,Nako Nakatsuka,nako-nakatsuka-2,professeurs,,,2023,2023
10211,Mirko Kovac,mirko-kovac-2,professeurs,,,2023,2023
10209,Mikhail Kapralov,mikhail-kapralov-2,professeurs,,,2023,2023
10207,Martin Jaggi,martin-jaggi-2,professeurs,,,2023,2023
10205,Mahmut Selman Sakar,mahmut-selman-sakar-2,professeurs,,,2023,2023
10203,Karen Mulleners,karen-mulleners-2,professeurs,,,2023,2023
10201,João Penedones,joao-penedones-2,professeurs,,,2023,2023
10199,Jérôme Scherer,jerome-scherer-2,professeurs,,,2023,2023
10197,Jean-Philippe Brantut,jean-philippe-brantut-2,professeurs,,,2023,2023
10195,Giovanni Boero,giovanni-boero-2,professeurs,,,2023,2023
10193,Gioele La Manno,gioele-la-manno-2,professeurs,,,2023,2023
10191,Frédéric Blanc,frederic-blanc-2,professeurs,,,2023,2023
10189,Felix Naef,felix-naef-2,professeurs,,,2023,2023
10187,Fabio Nobile,fabio-nobile-2,professeurs,,,2023,2023
10185,Dimitrios Lignos,dimitrios-lignos-2,professeurs,,,2023,2023
10183,Corsin Battaglia,corsin-battaglia-2,professeurs,,,2023,2023
10181,Corentin Fivet,corentin-fivet-2,professeurs,,,2023,2023
10179,Christian Wäckerlin,christian-wackerlin-2,professeurs,,,2023,2023
10177,Charlotte Bunne,charlotte-bunne-2,professeurs,,,2023,2023
10175,Carmela Troncoso,carmela-troncoso-2,professeurs,,,2023,2023
10173,Caglar Gulcehre,caglar-gulcehre-2,professeurs,,,2023,2023
10171,Andrés Cristi,andres-cristi-2,professeurs,,,2023,2023
10169,Andrea Dunbar,andrea-dunbar-2,professeurs,,,2023,2023
10167,Andrea Cavalli,andrea-cavalli-2,professeurs,,,2023,2023
10165,Alexandre Persat,alexandre-persat-2,professeurs,,,2023,2023
